0.000000,0.000000,0.000000,0.389474,0.091892,0.000000,0.000000,0.168050,0.490953,0.000000,0.054501,0.000000,0.172987,0.000000,0.000000,0.499315,0.087550,0.069023,0.101744,0.000000,0.139987,0.000000,0.076919,0.000000,0.000000,0.239592,0.000000,0.000000,0.397971,0.110268,0.000000,0.110188
0.000000,0.000000,0.000000,0.386409,0.057176,0.000000,0.000000,0.150720,0.481726,0.019123,0.074413,0.000000,0.166195,0.000000,0.000000,0.504861,0.099708,0.042572,0.061409,0.000000,0.152484,0.000000,0.091646,0.000000,0.000000,0.229228,0.000000,0.000000,0.423069,0.120345,0.000000,0.105088
0.000000,0.000000,0.000000,0.388547,0.105549,0.000000,0.000000,0.176751,0.494100,0.000000,0.045666,0.000000,0.174646,0.000000,0.000000,0.500630,0.080561,0.078390,0.122040,0.000000,0.134374,0.000000,0.065209,0.008607,0.000000,0.239111,0.000000,0.000000,0.386208,0.104415,0.000000,0.110245
0.000000,0.000000,0.000000,0.386839,0.108799,0.000000,0.000000,0.178148,0.495740,0.000000,0.043552,0.000000,0.174585,0.000000,0.000000,0.497816,0.078511,0.082477,0.128259,0.000000,0.135026,0.000000,0.066774,0.012189,0.000000,0.242478,0.000000,0.000000,0.382204,0.105758,0.000000,0.111842
0.000000,0.000000,0.000000,0.389448,0.094859,0.000000,0.000000,0.169779,0.492445,0.000000,0.052480,0.000000,0.173313,0.000000,0.000000,0.497730,0.085036,0.071876,0.107363,0.000000,0.139573,0.000000,0.075579,0.000000,0.000000,0.241436,0.000000,0.000000,0.394454,0.109760,0.000000,0.111483
0.000000,0.000000,0.000000,0.390017,0.072130,0.000000,0.000000,0.158962,0.484769,0.006877,0.068685,0.000000,0.167139,0.000000,0.000000,0.500885,0.096055,0.051790,0.076558,0.000000,0.145401,0.000000,0.087791,0.000000,0.000000,0.234838,0.000000,0.000000,0.414874,0.115729,0.000000,0.107457
0.000000,0.000000,0.000000,0.394305,0.092944,0.000000,0.000000,0.165590,0.490319,0.000000,0.052260,0.000000,0.179667,0.000000,0.000000,0.501820,0.086163,0.071227,0.096384,0.000000,0.135887,0.000000,0.071511,0.000000,0.000000,0.233471,0.000000,0.000000,0.398168,0.104883,0.000000,0.108645
0.000000,0.000000,0.000000,0.393892,0.075034,0.000000,0.000000,0.158188,0.485540,0.005376,0.064078,0.000000,0.174249,0.000000,0.000000,0.500590,0.092658,0.056413,0.076803,0.000000,0.143688,0.000000,0.081968,0.000000,0.000000,0.234417,0.000000,0.000000,0.411255,0.111910,0.000000,0.108266
0.000000,0.000000,0.000000,0.390056,0.074284,0.000000,0.000000,0.159000,0.485600,0.007418,0.066140,0.000000,0.169171,0.000000,0.000000,0.501867,0.095681,0.054665,0.077385,0.000000,0.144277,0.000000,0.086748,0.000000,0.000000,0.233486,0.000000,0.000000,0.413172,0.114845,0.000000,0.106965
0.000000,0.000000,0.000000,0.389421,0.051175,0.000000,0.000000,0.145377,0.478300,0.025643,0.077148,0.000000,0.168993,0.000000,0.000000,0.504195,0.102101,0.037915,0.049035,0.000000,0.153442,0.000000,0.091373,0.000000,0.000000,0.228046,0.000000,0.000000,0.427842,0.119242,0.000000,0.104946
0.000000,0.000000,0.000000,0.397200,0.097477,0.000000,0.000000,0.170912,0.492572,0.000000,0.045616,0.000000,0.184380,0.000000,0.000000,0.502077,0.075282,0.074695,0.111920,0.000000,0.135485,0.000000,0.054855,0.000000,0.000000,0.234178,0.000000,0.000000,0.388239,0.098750,0.000000,0.110799
0.000000,0.000000,0.000000,0.391794,0.077744,0.000000,0.000000,0.160699,0.487129,0.000838,0.062691,0.000000,0.172952,0.000000,0.000000,0.502739,0.090489,0.057960,0.084217,0.000000,0.143274,0.000000,0.078663,0.000000,0.000000,0.233139,0.000000,0.000000,0.408674,0.111132,0.000000,0.108021
0.000000,0.000000,0.000000,0.391483,0.066547,0.000000,0.000000,0.153458,0.483299,0.013436,0.069544,0.000000,0.171138,0.000000,0.000000,0.500218,0.097048,0.050222,0.066506,0.000000,0.147867,0.000000,0.089062,0.000000,0.000000,0.234481,0.000000,0.000000,0.417546,0.116405,0.000000,0.107823
0.000000,0.000000,0.000000,0.392235,0.092050,0.000000,0.000000,0.169017,0.491363,0.000000,0.053276,0.000000,0.175262,0.000000,0.000000,0.500084,0.083633,0.068993,0.104464,0.000000,0.138974,0.000000,0.070587,0.000000,0.000000,0.237783,0.000000,0.000000,0.396070,0.107043,0.000000,0.110458
0.000000,0.000000,0.000000,0.392271,0.102822,0.000000,0.000000,0.176361,0.495015,0.000000,0.045626,0.000000,0.176658,0.000000,0.000000,0.497410,0.075631,0.077508,0.123498,0.000000,0.135985,0.000000,0.062063,0.007519,0.000000,0.241327,0.000000,0.000000,0.384264,0.103362,0.000000,0.112874
0.000000,0.000000,0.000000,0.388799,0.082065,0.000000,0.000000,0.161675,0.487792,0.004976,0.062207,0.000000,0.169932,0.000000,0.000000,0.501076,0.094913,0.061660,0.084373,0.000000,0.141313,0.000000,0.087638,0.000000,0.000000,0.234659,0.000000,0.000000,0.408629,0.114220,0.000000,0.107261
0.000000,0.000000,0.000000,0.392740,0.058716,0.000000,0.000000,0.149428,0.481114,0.017970,0.072109,0.000000,0.172613,0.000000,0.000000,0.502227,0.097439,0.044615,0.057997,0.000000,0.150359,0.000000,0.087050,0.000000,0.000000,0.230853,0.000000,0.000000,0.421590,0.116176,0.000000,0.106755
0.000000,0.000000,0.000000,0.398200,0.064518,0.000000,0.000000,0.154999,0.485596,0.000000,0.064546,0.000000,0.179481,0.000000,0.000000,0.500889,0.083726,0.050336,0.076242,0.000000,0.150341,0.000000,0.069443,0.000000,0.000000,0.234293,0.000000,0.000000,0.410066,0.109444,0.000000,0.111219
0.000000,0.000000,0.000000,0.396664,0.067932,0.000000,0.000000,0.155263,0.484376,0.005113,0.065886,0.000000,0.176833,0.000000,0.000000,0.501171,0.089834,0.051606,0.072063,0.000000,0.146705,0.000000,0.077008,0.000000,0.000000,0.233131,0.000000,0.000000,0.413095,0.110709,0.000000,0.108966
0.000000,0.000000,0.000000,0.382549,0.101359,0.000000,0.000000,0.177330,0.494667,0.000000,0.051530,0.000000,0.164475,0.000000,0.000000,0.497017,0.085273,0.074299,0.122188,0.000000,0.138960,0.000000,0.079284,0.010718,0.000000,0.244687,0.000000,0.000000,0.389865,0.113271,0.000000,0.111256
0.000000,0.000000,0.000000,0.390072,0.064988,0.000000,0.000000,0.155609,0.484585,0.007187,0.070387,0.000000,0.168123,0.000000,0.000000,0.498881,0.094264,0.048439,0.072682,0.000000,0.150856,0.000000,0.087978,0.000000,0.000000,0.237847,0.000000,0.000000,0.415768,0.118144,0.000000,0.109660
0.000000,0.000000,0.000000,0.387828,0.099389,0.000000,0.000000,0.171973,0.493242,0.000000,0.051175,0.000000,0.172124,0.000000,0.000000,0.496833,0.085274,0.075238,0.111832,0.000000,0.137831,0.000000,0.077506,0.003948,0.000000,0.242646,0.000000,0.000000,0.392267,0.110150,0.000000,0.111435
