-0.035345,0.022575,0.008466
-0.039232,0.026827,-0.017922
-0.032951,0.024364,0.013621
-0.034992,0.023768,0.005761
-0.033686,0.022717,-0.013556
-0.035911,0.024388,-0.014657
-0.034562,0.026351,0.009996
-0.036597,0.020085,-0.014967
-0.040081,0.029130,-0.013356
-0.045221,0.025144,0.018008
-0.040224,0.030170,0.012912
-0.033763,0.019062,-0.011344
-0.038059,0.025122,-0.014813
-0.041473,0.029989,-0.011277
-0.036261,0.025456,0.012231
-0.038853,0.020689,0.019944
-0.037757,0.028324,-0.009991
-0.033443,0.019832,0.012629
-0.037989,0.021984,-0.011089
-0.035763,0.024116,-0.011581
-0.037050,0.025956,-0.013669
-0.032957,0.020761,-0.008107
-0.037994,0.029958,0.008229
-0.039346,0.028392,0.014380
-0.032098,0.022173,-0.013181
-0.029756,0.024015,0.015424
-0.033728,0.029979,-0.015359
-0.030739,0.020132,-0.013968
-0.037999,0.027370,-0.020104
-0.033882,0.025580,-0.009571
-0.032762,0.019190,-0.010853
-0.038745,0.026264,0.006898
-0.031258,0.025494,0.009905
-0.038472,0.027285,-0.018631
-0.037791,0.025676,0.014161
-0.040337,0.023200,0.021733
-0.040598,0.021415,-0.013350
-0.037272,0.024407,-0.011787
-0.036165,0.023023,-0.016797
-0.032950,0.020795,-0.011968
-0.044235,0.026174,0.014354
-0.042932,0.023580,0.013079
-0.040823,0.028039,-0.013671
-0.042019,0.029821,-0.025257
-0.039853,0.025745,-0.016003
-0.038034,0.026189,-0.012854
-0.034465,0.027310,-0.013969
-0.030092,0.022117,0.008779
-0.035525,0.026863,-0.012746
-0.040146,0.026493,0.012265
-0.040387,0.027769,-0.008236
-0.036664,0.031302,-0.022470
-0.045721,0.030156,0.011886
-0.034755,0.021105,-0.007047
-0.037870,0.022659,0.008291
-0.038225,0.031389,-0.023604
-0.034244,0.029111,0.008176
-0.041049,0.031385,-0.015439
-0.041165,0.030610,0.009739
-0.038026,0.029127,-0.017724
-0.037355,0.029824,-0.018726
-0.040342,0.023802,-0.012322
-0.041873,0.028786,0.020559
-0.040597,0.023952,-0.018298
-0.037672,0.025721,0.016704
-0.036170,0.027526,-0.017717
-0.039832,0.030327,-0.015252
-0.034796,0.025906,-0.008163
-0.033753,0.028137,-0.014584
-0.037236,0.023082,-0.011011
-0.033877,0.024752,-0.009319
-0.039818,0.025085,0.010571
-0.036425,0.027328,0.015757
-0.036926,0.026977,0.010036
-0.031692,0.022574,-0.009272
-0.041230,0.025715,-0.012323
-0.034755,0.026730,-0.007368
-0.035491,0.027495,0.004457
-0.035973,0.024452,0.008822
-0.039778,0.028626,-0.012096
-0.035734,0.020382,0.010015
-0.038842,0.027093,-0.012668
-0.037856,0.026681,0.013560
-0.049579,0.030003,0.053337
-0.035655,0.021541,0.004461
-0.040493,0.027586,-0.018057
-0.034221,0.022210,0.006248
-0.037013,0.023715,-0.011331
-0.038371,0.026624,0.006932
-0.039052,0.033308,0.011755
-0.040409,0.029583,-0.016723
-0.043758,0.029224,0.016626
-0.035513,0.018413,-0.009567
-0.047692,0.034431,-0.028292
-0.037293,0.023932,0.018275
-0.034898,0.031324,-0.010437
-0.040035,0.027950,0.031382
-0.033679,0.024057,-0.010729
-0.042289,0.025022,-0.019613
-0.031889,0.025780,0.007435
-0.037350,0.030671,-0.018840
-0.038775,0.030707,-0.016081
-0.041829,0.029318,0.017012
-0.040010,0.026898,-0.011344
-0.036645,0.028004,0.007490
-0.036749,0.027927,-0.013151
-0.030461,0.027555,-0.011616
-0.037925,0.028999,-0.012956
-0.039103,0.026435,0.000618
-0.038728,0.027597,-0.014649
-0.036008,0.023498,0.004383
-0.039262,0.022817,0.011239
-0.036517,0.021324,-0.011333
-0.033571,0.026567,0.008271
-0.040017,0.030108,-0.021927
-0.036667,0.027427,-0.022898
-0.036282,0.025688,0.013064
-0.033354,0.024158,-0.009678
-0.040277,0.026748,0.005895
-0.034980,0.024854,-0.009488
-0.034889,0.026426,-0.017524
-0.038234,0.025692,-0.013712
-0.047939,0.030758,-0.012015
-0.038829,0.029494,0.015266
-0.033669,0.025513,-0.012304
-0.034896,0.025435,-0.010766
-0.041445,0.027258,-0.012731
-0.035204,0.023028,-0.010380
-0.043136,0.025007,0.005477
-0.033327,0.027864,0.008706
-0.032483,0.024978,-0.013988
-0.044247,0.031044,-0.017617
-0.035383,0.028058,-0.017405
-0.037091,0.026453,-0.010111
-0.039755,0.026845,-0.015209
-0.040927,0.025071,-0.013842
-0.037270,0.027219,-0.016062
-0.038631,0.025871,0.010416
-0.038993,0.027632,0.009129
-0.034444,0.031101,-0.012863
-0.046562,0.028706,-0.029135
-0.032990,0.026599,0.007810
-0.035846,0.021851,-0.005353
-0.040962,0.026394,-0.012105
-0.035509,0.025198,-0.009620
-0.038068,0.027222,0.011418
-0.033307,0.023805,-0.014143
-0.033627,0.023495,-0.011506
-0.037261,0.023910,-0.011594
-0.032593,0.022422,-0.008802
-0.033609,0.025809,-0.012936
-0.039035,0.033455,-0.016557
-0.042578,0.030521,0.017364
-0.033718,0.022600,0.007844
-0.032653,0.021326,-0.009102
-0.031825,0.026961,-0.009379
-0.042795,0.036454,0.013616
-0.033351,0.029948,-0.014475
-0.030019,0.021101,-0.008173
-0.036901,0.029193,0.008431
-0.039809,0.026714,0.009910
-0.041202,0.029200,0.005072
-0.040699,0.027723,0.016547
-0.035533,0.023457,0.005742
-0.037721,0.028947,-0.013112
-0.040167,0.024553,-0.011740
-0.035740,0.023581,0.010864
-0.035472,0.026489,-0.014238
-0.037620,0.024753,-0.012310
-0.035544,0.026202,0.006618
-0.029361,0.026711,-0.010735
-0.044919,0.031012,-0.026055
-0.039887,0.024426,0.011477
-0.042716,0.027880,0.014972
-0.036961,0.024939,-0.022751
-0.040257,0.023514,0.008157
-0.041938,0.030961,-0.023005
-0.040552,0.026366,0.003131
-0.036724,0.027694,-0.016672
-0.034125,0.024622,0.007651
-0.040923,0.026434,-0.018885
-0.031761,0.024007,0.008284
-0.035867,0.025210,-0.015626
-0.040186,0.024696,-0.017401
-0.035463,0.022046,-0.008396
-0.033819,0.023602,0.009658
-0.032089,0.023802,0.012562
-0.033402,0.024829,-0.008522
-0.035692,0.027438,0.016167
-0.032413,0.027273,-0.018874
-0.039449,0.026390,-0.009338
-0.037322,0.027142,0.020569
-0.041238,0.025168,-0.021303
-0.035519,0.031816,-0.023222
-0.040935,0.025130,0.009257
-0.039201,0.027939,0.007590
-0.044392,0.028445,-0.017680
-0.037322,0.028916,0.016459
-0.035714,0.021243,-0.009503
-0.043182,0.033540,0.007858
-0.038583,0.026267,0.007488
-0.033669,0.027404,0.012278
-0.038438,0.028558,-0.022829
-0.036368,0.021710,-0.012213
-0.041145,0.030763,0.020060
-0.034319,0.025687,-0.009443
-0.034218,0.026625,-0.011722
-0.037801,0.026592,-0.008662
-0.034284,0.023358,-0.013473
-0.035726,0.026737,0.008418
-0.037232,0.028327,0.007953
-0.041011,0.027812,-0.015596
-0.041562,0.029808,-0.024736
-0.041191,0.023579,-0.015604
-0.035892,0.025118,0.017173
-0.036872,0.029933,-0.027019
-0.036469,0.027529,0.007833
-0.041186,0.025953,0.017430
-0.030768,0.020699,-0.009583
-0.038065,0.025852,-0.011750
-0.037110,0.023194,-0.011106
-0.038580,0.023923,0.010887
-0.032001,0.027917,0.004194
-0.033054,0.024402,0.008564
-0.034771,0.028364,-0.015141
-0.031974,0.022391,0.012201
-0.042204,0.027472,-0.016349
-0.035747,0.026264,0.023898
-0.041796,0.026108,0.005520
-0.039073,0.025892,-0.014793
-0.037969,0.024918,-0.013537
-0.033784,0.022141,-0.007538
-0.038561,0.026846,-0.016795
-0.036775,0.026430,0.007849
-0.037150,0.027178,0.006225
-0.037341,0.023909,-0.010544
-0.036874,0.024127,0.006437
-0.038093,0.022267,0.012362
-0.037082,0.023898,-0.019067
-0.035472,0.024289,-0.010046
