-0.159842,0.057542,-0.088391,0.009979,-0.144493,-0.045657,-0.132634,-0.083040,-0.191658,0.367260,-0.225258,0.050287,-0.086752,0.029675,0.123429,0.226821,0.044446,0.296266,-0.144590,0.035100,-0.067144,0.061580,0.220229,-0.068723,0.067336,-0.242045,0.117825,0.087198,-0.332478,-0.049711,0.338193,0.224589,-0.405353,-0.017489,-0.308987,-0.088386,0.301182,-0.018757,-0.326467,-0.078325,0.293694,0.154896,0.185663,0.236835,-0.173870,-0.083918,-0.057414,0.277881,0.279258,-0.035654,-0.138764,-0.090796,-0.411585,0.136955,-0.023972,-0.181183,0.009010,-0.284464,0.017540,-0.170166,-0.065500,-0.019694,0.096484,-0.096454,0.260409,-0.496481,1.108454,-1.994129,0.298216,-0.202128,1.083146,0.850158,1.657540,-1.110084,0.639063,0.225811,1.611614,0.296609,-0.606434,0.378131,-0.421772,-1.244702,1.732621,3.327737,-1.469223,-0.276871,1.600309,0.358494,-0.005147,1.738369,0.436179,1.295112,-0.250029,-0.714062,1.319276,-1.512000,-1.258879,1.106216,-1.444736,0.835717,-1.119885,-0.361331,0.103966,-1.363298,-1.321002,0.448679,-2.351910,1.738362,-0.338544,1.392072,-0.244134,-0.158073,1.300023,-0.298072,-0.796483,-0.295683,0.968839,-2.130440,1.133005,-0.793572,0.861995,-1.308543,0.831878,-2.424685,2.065359,-0.374936,-0.401757,-0.885578
-0.283185,-0.268649,0.136704,0.220507,0.197910,-0.163808,0.189346,-0.184074,0.373009,-0.001746,-0.046511,0.216290,-0.325932,-0.241227,-0.252403,-0.072365,0.275826,0.095062,-0.091839,-0.160946,0.343452,-0.351479,-0.182097,-0.051223,-0.129506,-0.258144,-0.361613,0.007836,-0.089903,-0.215092,0.003990,-0.442097,-0.000638,0.108641,-0.156506,-0.093954,0.026898,0.357910,0.026493,-0.375846,0.375225,-0.006090,0.387340,0.055755,-0.028444,-0.177926,-0.443193,-0.226843,0.126519,0.010791,-0.358692,-0.288351,-0.444029,-0.110835,-0.307732,-0.026915,-0.077360,0.176369,-0.168008,0.272412,-0.303040,-0.255867,0.255706,0.253350,-0.311482,-0.940947,2.754750,-1.759696,0.510246,0.030537,1.439505,1.124663,1.396411,-0.189022,0.169032,0.394105,1.383304,-0.452946,-1.743355,1.811367,0.079612,-0.982784,1.889602,2.009390,-1.069660,-0.545332,2.577959,0.032995,0.090219,1.254477,-0.051335,1.532934,0.434008,-1.099743,1.886261,-0.420935,-0.985979,0.912188,-1.829208,1.310451,-0.745872,-0.866344,0.628542,-1.207801,-1.611890,0.238745,-2.821911,0.989072,0.354115,1.747113,-0.984129,0.203499,2.113871,0.516293,-1.598750,0.805600,1.567718,-1.960064,2.187788,-0.448377,0.365440,-1.960054,1.371798,-1.306449,2.966374,-0.550563,-0.798632,-1.939602
-0.102619,0.079091,-0.106707,0.449786,-0.009115,0.171063,-0.119809,-0.166111,-0.398937,-0.133911,0.072995,0.193017,0.385261,0.216009,0.157488,0.030033,-0.096298,-0.318615,0.168209,-0.135432,0.263047,0.299144,-0.329142,0.210883,0.229113,-0.327374,-0.121530,0.185912,-0.190170,-0.123915,-0.151638,0.080365,0.101475,-0.078582,0.141915,0.086907,0.124350,-0.002260,-0.130725,-0.060329,-0.166668,0.044469,-0.277330,0.038486,0.215510,-0.032618,0.296889,0.147025,-0.138535,-0.057040,0.098006,0.148642,-0.046517,-0.034542,-0.325429,-0.189162,-0.155045,0.093267,0.185990,0.013524,-0.478489,0.149410,0.082819,0.037149,0.589753,0.616831,0.389599,-1.099684,-0.286073,0.984941,1.088294,0.278766,1.634567,-1.320424,0.281114,0.345323,0.381765,-0.108185,-1.019090,-0.582854,-0.748564,-1.779096,2.720366,1.966202,-2.205337,0.988379,2.136410,-0.504066,0.787365,1.985605,0.889384,1.819556,1.138310,0.337131,3.342119,-0.671726,-1.756690,0.737197,-2.063539,-0.506820,-1.832684,-1.485208,-0.216073,-0.167028,-2.371205,0.687168,-2.444129,1.942648,0.511624,1.008430,-0.181304,0.312477,2.483586,0.738170,-1.556398,-1.131545,1.750821,-1.279294,1.592038,-0.026257,0.161940,-1.661861,1.763434,-1.359676,2.303883,-0.188442,-0.446382,-0.033168
-0.360614,-0.332855,0.149564,-0.331779,-0.297494,-0.214318,-0.292352,0.370526,-0.227389,0.580972,0.011496,0.228897,-0.092298,0.113981,0.125523,0.190441,-0.197825,-0.004708,-0.042624,-0.122042,-0.139095,0.042967,0.146459,0.308294,0.135263,-0.089393,0.396029,-0.028212,0.036198,-0.079819,-0.048089,-0.265774,0.010221,0.129949,0.080497,-0.030291,0.157567,-0.280809,-0.208635,-0.040040,-0.119808,-0.356633,-0.048993,-0.118057,0.191238,-0.131631,-0.207095,0.148872,-0.062365,-0.345325,-0.170804,-0.071298,-0.464924,-0.041268,-0.000402,0.045415,-0.044864,0.138392,-0.120156,0.147567,0.146610,-0.013194,0.102444,0.061001,1.259777,0.696625,0.843334,-1.989935,-0.346552,0.436585,0.711656,2.012545,0.936807,-0.656338,0.692226,0.655676,0.398141,-0.765299,-1.325629,0.155205,-0.362446,-1.746247,2.373676,1.907894,-1.288122,0.085036,0.854827,0.735307,0.059004,1.468306,2.080416,2.919485,0.941344,-0.544858,3.004788,-1.230437,-0.897053,0.323834,-2.175863,1.631658,-1.569309,-0.500064,-0.545413,-0.287557,-1.971309,-0.623115,-2.733090,1.568322,0.158445,0.381756,0.048757,0.088807,2.965596,-0.615012,-0.519407,-0.564571,1.133410,-1.831492,0.842572,-0.154893,0.459524,-0.580940,1.483379,-1.549130,1.984199,-0.289696,-0.763381,-0.672990
0.025799,0.008535,-0.449547,-0.100825,-0.266038,0.097414,0.042663,0.053653,0.390856,0.478283,0.037439,0.065981,-0.025991,0.049452,-0.182450,-0.140554,0.126031,-0.225878,-0.083952,0.378352,0.090658,0.232037,-0.181324,-0.034435,-0.164067,-0.440280,-0.077343,0.018711,-0.253664,-0.055163,-0.113972,0.014840,0.017206,-0.250006,0.035364,0.113344,0.163033,0.136175,-0.210198,-0.140437,0.274370,0.158195,-0.214614,-0.137070,0.275751,-0.069737,0.007338,-0.312169,0.272111,-0.295616,0.126673,0.169856,-0.333549,0.002389,-0.182026,-0.035383,0.066545,0.168593,-0.195247,0.294251,0.277589,0.120691,-0.137444,0.245945,1.006151,-0.181860,1.291839,-3.212130,-1.503290,0.191021,-0.001035,0.165553,2.098915,-0.211881,1.482752,0.335895,1.031948,0.431811,-0.885144,-0.360836,-0.906566,-1.313518,2.153318,1.717743,-1.516425,-0.935515,2.231339,0.276204,0.823163,1.139032,0.081240,1.142117,-0.381744,0.060855,3.065676,-0.978368,-1.619798,0.696756,-2.059954,0.088614,-0.524934,-1.282284,-0.043213,-0.336559,-3.156164,0.288293,-2.007596,3.318194,-0.302522,0.829683,-0.940346,0.544048,2.266214,-0.822593,-1.372766,0.706818,1.747845,-1.062016,0.393250,-1.061878,0.488665,-1.008106,1.802480,-0.740453,1.803826,-0.673088,-1.176706,-0.259686
0.275661,-0.289856,-0.007895,0.017888,-0.253612,0.142701,-0.121806,0.304361,0.350178,0.629144,0.021530,0.293432,0.032180,0.060776,0.149920,-0.085775,0.049228,0.301259,-0.022246,-0.012012,0.225201,-0.116344,0.234039,0.028139,0.171790,-0.364842,0.037659,0.065389,0.170680,-0.087210,-0.131459,-0.183699,-0.137056,-0.233804,0.112636,0.133943,-0.239768,0.071937,-0.018398,0.175328,0.104040,-0.319759,-0.220886,0.270324,0.095806,0.047667,-0.262655,0.043103,-0.115005,0.198712,0.078796,0.136024,-0.385890,0.068447,0.037522,0.215901,-0.007921,-0.019929,-0.018748,-0.061208,-0.044826,0.098727,0.294503,-0.088121,0.860060,-0.938255,1.794402,-2.817706,-0.705797,0.144201,0.746264,0.136875,1.952476,0.103023,1.902485,0.940607,0.605843,-0.270144,-1.572697,1.184646,0.488869,-1.059759,1.120801,1.934350,-0.928788,-0.839213,2.156254,-0.331648,0.675787,1.291461,0.166355,1.062534,0.062053,-0.795979,2.672639,-1.529950,-0.625135,1.126212,-1.902077,0.499971,-1.599807,-1.006467,-0.311796,-0.503112,-1.744473,0.798474,-2.201948,1.782084,0.046370,-0.282716,-1.213719,0.555148,1.866570,-0.252379,-1.606220,0.396534,0.592734,-0.356197,1.365568,-0.389057,0.039944,-0.644541,1.650193,-0.346655,2.194309,-0.443132,-0.989379,-0.345953
0.161651,0.216053,0.024775,-0.426018,0.312549,0.119700,-0.063022,0.064459,0.086072,0.160022,0.270030,-0.334337,-0.173501,-0.224622,0.018384,0.126488,-0.079866,0.118280,-0.159800,0.080330,0.002998,0.134643,-0.160314,0.206424,-0.120227,-0.292827,-0.007654,0.126070,0.199708,-0.046907,0.270250,-0.033624,0.057220,-0.177709,-0.121276,-0.063739,0.068175,-0.088123,-0.294821,0.183230,-0.014154,0.009931,-0.065306,-0.318860,-0.145777,0.006754,0.043545,0.160119,-0.038532,0.049360,0.211941,-0.094558,-0.305365,0.054168,0.134763,0.165758,-0.069813,0.086930,-0.015814,0.137213,0.272919,-0.051932,0.283732,-0.072721,1.057210,-0.737006,0.907682,-2.308817,-0.439094,0.112277,0.270427,0.537010,2.195103,-0.269456,1.542364,-0.231688,0.576097,0.779250,-0.761789,0.191805,0.958450,-1.797541,2.581528,1.825922,-1.134955,-0.610533,2.301991,0.769117,-0.522059,1.584074,0.653792,2.694125,-0.113687,-0.688636,2.695217,-0.529707,-1.831555,2.043234,-2.304632,0.743931,-1.325349,-1.517381,-1.290694,-0.002135,-2.410428,0.945142,-1.782452,2.641894,0.343808,0.843788,-0.724088,0.562342,1.218365,0.158837,-1.840998,0.103432,0.807071,-0.854960,0.703079,-0.436618,0.776045,-1.164897,1.841228,-0.712575,2.271972,-0.441677,-0.798333,0.267770
0.131969,-0.092756,-0.218379,0.078253,-0.203652,-0.148075,-0.090052,0.128197,-0.046014,0.345345,-0.027486,0.114545,-0.119030,-0.177544,-0.076878,-0.209237,0.255961,0.055370,0.028298,0.098326,0.339021,-0.186464,-0.013364,0.181669,-0.115654,-0.364033,-0.267407,0.001534,0.020186,-0.038642,-0.089282,0.027985,0.096879,-0.218784,0.127895,0.107334,-0.064270,0.079212,0.094206,-0.039719,-0.288895,0.143238,0.146156,0.201538,0.054129,-0.009709,0.096067,0.100871,-0.152980,-0.165414,-0.261369,-0.475555,-0.411385,-0.277228,-0.054840,-0.176489,0.182474,0.026655,0.315356,0.399390,-0.145790,-0.212102,-0.201696,0.274525,1.150357,0.041470,0.971518,-2.781798,-1.044448,-0.053785,1.176437,1.099780,1.654323,-0.063433,1.052821,0.379641,0.602417,-0.114068,-0.535722,0.810414,0.317356,-1.556907,0.957810,1.300583,-0.601111,-1.572191,2.389101,0.393453,0.860776,1.360521,1.662504,2.170774,0.177434,-0.011488,3.270675,-0.545545,-0.423967,-0.134204,-2.477769,1.273677,-0.839854,-0.611303,-0.393779,-0.773800,-2.154985,1.223378,-1.503824,3.363607,0.131210,0.814466,-1.711661,-0.507150,2.023796,-0.217120,-1.423314,-0.503386,1.665768,-0.506571,0.477572,-1.268660,0.312198,-1.248233,1.997546,-0.379874,1.760525,-0.594423,-0.897745,-0.600234
-0.085967,0.118226,0.083856,-0.092792,-0.031953,0.061851,-0.044657,0.359931,-0.009705,0.081775,-0.436564,0.142402,0.112827,0.176419,-0.149327,-0.062294,0.006577,-0.094619,-0.114643,0.429009,0.524509,0.020403,0.110271,0.002604,0.110385,-0.529955,-0.086168,-0.036847,-0.272066,-0.101153,-0.089193,0.086567,0.016214,-0.081145,0.084443,0.442942,0.175677,0.161962,-0.002144,-0.374509,0.079083,-0.009195,0.279686,-0.262571,0.221360,-0.048835,-0.020754,-0.020034,-0.156080,0.336355,-0.079538,-0.089136,-0.269228,-0.251928,0.005088,-0.420901,0.044831,0.275972,0.377931,-0.156743,-0.071026,-0.047307,0.162703,-0.155278,1.191816,0.036107,0.619762,-2.415036,-0.170285,0.261791,1.399746,0.952570,1.385979,-0.280821,1.166372,1.304085,0.238586,-0.265968,-0.148097,1.425525,0.634275,-1.148839,1.993622,1.918287,-1.343668,-0.737199,2.694892,-0.205289,0.963011,1.553096,0.277387,1.999053,-0.101029,-1.376086,2.625642,-0.349035,-0.626430,1.620038,-2.284102,1.020697,-1.069464,-1.141286,-0.606969,-0.183949,-2.157178,-0.103256,-1.125715,1.845275,0.449363,0.338201,-0.180496,-0.839714,1.370050,-0.252500,-1.931524,-1.047369,0.831440,-1.234954,0.541406,-0.108480,0.227897,-0.954033,1.912667,-0.531851,2.142634,-1.090629,-1.556679,-0.861595
-0.205080,0.093760,0.363264,0.117900,0.303752,0.129723,-0.016783,0.179940,-0.003916,0.403323,0.025697,-0.012893,-0.277113,-0.180572,0.205542,0.073975,-0.032854,-0.062902,0.031373,-0.119842,0.596526,0.172558,-0.164005,0.100918,-0.028174,-0.714330,0.087384,-0.276280,-0.306211,-0.176426,-0.009829,-0.257935,0.133954,-0.082351,0.274407,0.267410,0.212861,0.245177,-0.202987,-0.331467,0.018329,-0.337592,0.320846,0.207087,0.122264,-0.191419,-0.378928,0.179093,0.055122,-0.097240,-0.155084,-0.145456,-0.216675,0.380082,0.318147,0.296967,0.080939,0.536027,-0.094109,-0.173393,0.008529,0.207497,-0.224126,0.097385,0.263514,0.250415,1.213248,-1.441966,0.350526,0.382406,1.572230,1.991705,1.597671,-1.389272,0.886011,-0.552835,0.380010,-0.011831,-0.006484,1.022207,-0.314799,-0.696767,1.564806,1.846459,-0.483120,-0.584692,1.484302,0.476231,-0.210516,1.671448,-0.443965,0.960327,-0.086078,-0.493966,3.029476,-0.137053,-0.006970,0.061186,-1.240982,0.119401,-1.725779,-0.864602,-0.468026,-2.202976,-1.742426,1.207460,-1.449774,2.655046,0.690994,0.683497,-1.050703,-1.333211,0.951150,-0.217884,-0.416345,0.743496,1.179788,-1.109846,-0.001572,0.687717,0.433336,-1.516865,1.238387,-0.307558,2.138784,-0.671084,-0.079701,-0.849005
