-0.019364,0.129639,0.030520
0.012454,0.158127,-0.085237
0.065087,0.191745,0.094867
0.061995,0.118070,-0.127905
0.012248,0.132848,-0.105306
0.008687,0.150506,-0.084869
0.020934,0.149329,-0.084936
0.006826,0.090454,0.020741
-0.005694,0.119738,-0.082720
0.010540,0.120132,-0.080039
0.015329,0.148920,-0.011306
0.033381,0.144757,-0.084191
0.033087,0.069371,-0.046739
0.019364,0.154695,0.055842
0.026694,0.158936,-0.086487
0.010767,0.139018,-0.080057
0.029267,0.158799,-0.131307
0.010061,0.132268,0.062273
0.008804,0.124587,0.066196
0.025780,0.138203,0.008072
0.037705,0.133944,-0.005055
-0.012557,0.100225,-0.040960
0.018455,0.229923,-0.165255
0.037118,0.161250,0.145853
0.045566,0.170335,-0.174251
-0.005702,0.099129,0.035313
0.046974,0.197510,0.873713
-0.012020,0.132878,-0.066687
-0.008796,0.081780,0.007786
0.020566,0.178375,0.022177
0.016123,0.122011,-0.082002
-0.002776,0.158431,0.007534
0.105827,-0.078503,0.003451
0.091365,-0.086537,-0.006299
0.122370,-0.060332,0.007086
0.064122,-0.078124,-0.005422
0.123922,-0.076194,-0.000132
0.102727,-0.067365,-0.012034
0.076353,-0.081195,0.008761
0.124838,-0.104060,-0.010797
0.114211,-0.106936,0.009148
0.098750,-0.086148,0.058032
0.118403,-0.057063,0.062076
0.144239,-0.123503,0.003768
0.101279,-0.053537,-0.020140
0.118969,-0.076495,-0.014089
0.127209,-0.106776,-0.002765
0.103735,-0.065776,-0.007078
0.099378,-0.097455,-0.011568
0.133129,-0.097215,-0.008382
0.131429,-0.135094,0.006686
0.102922,-0.044916,-0.013756
0.122713,-0.102905,-0.001360
0.104156,-0.059907,-0.006529
0.097928,-0.062232,0.001943
0.092778,-0.075373,-0.000767
0.103804,-0.079828,-0.004549
0.106897,-0.094242,-0.002114
0.124928,-0.059793,-0.008268
0.132180,-0.106883,0.004694
0.113498,-0.063593,-0.011490
0.107839,-0.057881,-0.035882
0.126390,-0.106354,-0.003618
0.096838,-0.080517,0.002814
0.109853,-0.080045,0.056795
0.095511,-0.059951,-0.011442
-0.134755,-0.041698,0.003374
-0.123174,-0.037316,0.002947
-0.158529,-0.071198,0.007983
-0.095538,-0.070304,0.009219
-0.144040,-0.045596,-0.001713
-0.113857,-0.045744,-0.001441
-0.155009,-0.066662,0.010544
-0.120609,-0.044737,-0.003870
-0.127207,-0.045666,0.002624
-0.117777,-0.044187,0.000322
-0.132549,-0.040820,0.004454
-0.132400,-0.056130,0.004244
-0.129148,-0.058297,-0.000069
-0.132663,-0.054431,0.014556
-0.124016,-0.041132,0.009103
-0.122521,-0.050949,0.004902
-0.120387,-0.055846,0.050546
-0.084976,-0.043730,0.004195
-0.136652,-0.065751,0.011028
-0.109655,-0.033663,-0.009327
-0.103996,-0.030930,-0.005300
-0.123047,-0.050017,-0.008939
-0.156501,-0.070817,0.008542
-0.125838,-0.065765,0.009831
-0.126223,-0.030152,-0.003425
-0.146414,-0.059486,0.001211
-0.163907,-0.064611,0.011844
-0.114575,-0.049733,0.009715
-0.134253,-0.050088,0.019890
-0.140912,-0.058459,0.002739
-0.118824,-0.058647,-0.000484
-0.121062,-0.039593,-0.002047
-0.110253,-0.045955,-0.001442
-0.106127,-0.035094,0.001894
